Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones
411,3,Plato_6,Descripción del Plato_6,16,27,3,9,Ninguna
412,11,Plato_17,Descripción del Plato_17,19,31,3,57,Sin cebolla
413,13,Plato_8,Descripción del Plato_8,21,35,1,12,Sin cebolla
414,14,Plato_11,Descripción del Plato_11,20,33,1,38,Ninguna
415,14,Plato_6,Descripción del Plato_6,16,27,2,32,Ninguna
415,14,Plato_18,Descripción del Plato_18,20,34,2,16,Sin cebolla
415,14,Plato_19,Descripción del Plato_19,22,36,1,39,Ninguna
416,20,Plato_1,Descripción del Plato_1,15,25,1,9,Sin cebolla
417,7,Plato_9,Descripción del Plato_9,17,29,1,23,Ninguna
417,7,Plato_20,Descripción del Plato_20,25,40,1,17,Ninguna
417,7,Plato_12,Descripción del Plato_12,11,19,1,16,Sin cebolla
417,7,Plato_6,Descripción del Plato_6,16,27,2,34,Sin cebolla
418,17,Plato_1,Descripción del Plato_1,15,25,1,45,Ninguna
418,17,Plato_17,Descripción del Plato_17,19,31,3,55,Sin cebolla
419,11,Plato_18,Descripción del Plato_18,20,34,1,7,Sin cebolla
419,11,Plato_11,Descripción del Plato_11,20,33,1,57,Ninguna
420,18,Plato_18,Descripción del Plato_18,20,34,2,33,Ninguna
420,18,Plato_3,Descripción del Plato_3,12,20,3,10,Ninguna
420,18,Plato_1,Descripción del Plato_1,15,25,2,28,Ninguna
420,18,Plato_15,Descripción del Plato_15,19,32,2,34,Ninguna
421,10,Plato_17,Descripción del Plato_17,19,31,1,18,Sin cebolla
421,10,Plato_4,Descripción del Plato_4,10,18,3,53,Sin cebolla
422,12,Plato_10,Descripción del Plato_10,15,26,2,7,Sin cebolla
422,12,Plato_19,Descripción del Plato_19,22,36,1,27,Ninguna
423,4,Plato_16,Descripción del Plato_16,16,28,2,24,Ninguna
423,4,Plato_15,Descripción del Plato_15,19,32,3,7,Sin cebolla
424,13,Plato_5,Descripción del Plato_5,13,22,3,43,Ninguna
424,13,Plato_6,Descripción del Plato_6,16,27,3,45,Sin cebolla
425,18,Plato_12,Descripción del Plato_12,11,19,1,28,Sin cebolla
426,5,Plato_11,Descripción del Plato_11,20,33,1,8,Sin cebolla
426,5,Plato_16,Descripción del Plato_16,16,28,2,38,Sin cebolla
426,5,Plato_1,Descripción del Plato_1,15,25,2,23,Ninguna
426,5,Plato_19,Descripción del Plato_19,22,36,3,47,Sin cebolla
427,2,Plato_1,Descripción del Plato_1,15,25,3,34,Sin cebolla
427,2,Plato_8,Descripción del Plato_8,21,35,2,52,Ninguna
427,2,Plato_14,Descripción del Plato_14,14,23,1,24,Sin cebolla
427,2,Plato_12,Descripción del Plato_12,11,19,2,56,Ninguna
428,7,Plato_20,Descripción del Plato_20,25,40,1,38,Ninguna
428,7,Plato_14,Descripción del Plato_14,14,23,1,46,Ninguna
428,7,Plato_1,Descripción del Plato_1,15,25,2,48,Ninguna
428,7,Plato_17,Descripción del Plato_17,19,31,2,47,Ninguna
429,8,Plato_10,Descripción del Plato_10,15,26,3,27,Ninguna
430,7,Plato_1,Descripción del Plato_1,15,25,1,49,Ninguna
431,15,Plato_2,Descripción del Plato_2,18,30,2,20,Ninguna
432,10,Plato_3,Descripción del Plato_3,12,20,3,16,Sin cebolla
432,10,Plato_13,Descripción del Plato_13,13,21,1,27,Ninguna
432,10,Plato_16,Descripción del Plato_16,16,28,1,31,Ninguna
433,10,Plato_2,Descripción del Plato_2,18,30,1,56,Sin cebolla
433,10,Plato_7,Descripción del Plato_7,14,24,3,18,Ninguna
434,15,Plato_10,Descripción del Plato_10,15,26,2,26,Ninguna
434,15,Plato_5,Descripción del Plato_5,13,22,2,32,Sin cebolla
435,17,Plato_10,Descripción del Plato_10,15,26,2,14,Ninguna
435,17,Plato_13,Descripción del Plato_13,13,21,2,42,Ninguna
435,17,Plato_2,Descripción del Plato_2,18,30,2,55,Sin cebolla
436,10,Plato_16,Descripción del Plato_16,16,28,2,45,Sin cebolla
437,16,Plato_8,Descripción del Plato_8,21,35,2,51,Sin cebolla
438,2,Plato_11,Descripción del Plato_11,20,33,1,51,Sin cebolla
439,15,Plato_11,Descripción del Plato_11,20,33,3,35,Ninguna
439,15,Plato_10,Descripción del Plato_10,15,26,3,29,Sin cebolla
440,13,Plato_14,Descripción del Plato_14,14,23,2,36,Ninguna
440,13,Plato_12,Descripción del Plato_12,11,19,2,9,Ninguna
441,13,Plato_8,Descripción del Plato_8,21,35,3,54,Ninguna
441,13,Plato_10,Descripción del Plato_10,15,26,3,36,Sin cebolla
442,15,Plato_18,Descripción del Plato_18,20,34,3,29,Sin cebolla
442,15,Plato_1,Descripción del Plato_1,15,25,1,57,Ninguna
442,15,Plato_19,Descripción del Plato_19,22,36,3,45,Ninguna
443,4,Plato_14,Descripción del Plato_14,14,23,1,30,Ninguna
443,4,Plato_15,Descripción del Plato_15,19,32,1,52,Ninguna
443,4,Plato_10,Descripción del Plato_10,15,26,3,55,Ninguna
443,4,Plato_16,Descripción del Plato_16,16,28,3,18,Ninguna
444,8,Plato_14,Descripción del Plato_14,14,23,1,32,Sin cebolla
444,8,Plato_7,Descripción del Plato_7,14,24,3,49,Sin cebolla
445,6,Plato_6,Descripción del Plato_6,16,27,3,26,Ninguna
446,12,Plato_13,Descripción del Plato_13,13,21,1,8,Sin cebolla
447,8,Plato_3,Descripción del Plato_3,12,20,2,29,Sin cebolla
447,8,Plato_12,Descripción del Plato_12,11,19,3,50,Sin cebolla
447,8,Plato_16,Descripción del Plato_16,16,28,3,7,Ninguna
448,4,Plato_12,Descripción del Plato_12,11,19,2,26,Sin cebolla
448,4,Plato_11,Descripción del Plato_11,20,33,3,40,Sin cebolla
449,3,Plato_15,Descripción del Plato_15,19,32,2,33,Sin cebolla
450,9,Plato_4,Descripción del Plato_4,10,18,2,13,Sin cebolla
450,9,Plato_19,Descripción del Plato_19,22,36,1,21,Ninguna
451,3,Plato_8,Descripción del Plato_8,21,35,1,23,Sin cebolla
451,3,Plato_14,Descripción del Plato_14,14,23,1,41,Sin cebolla
451,3,Plato_18,Descripción del Plato_18,20,34,1,39,Ninguna
452,9,Plato_17,Descripción del Plato_17,19,31,3,53,Ninguna
452,9,Plato_5,Descripción del Plato_5,13,22,2,28,Ninguna
452,9,Plato_13,Descripción del Plato_13,13,21,1,42,Sin cebolla
453,6,Plato_18,Descripción del Plato_18,20,34,1,42,Ninguna
453,6,Plato_15,Descripción del Plato_15,19,32,3,58,Ninguna
454,1,Plato_6,Descripción del Plato_6,16,27,2,49,Ninguna
454,1,Plato_12,Descripción del Plato_12,11,19,3,18,Sin cebolla
454,1,Plato_19,Descripción del Plato_19,22,36,2,42,Sin cebolla
454,1,Plato_1,Descripción del Plato_1,15,25,2,44,Ninguna
455,12,Plato_7,Descripción del Plato_7,14,24,2,11,Ninguna
456,13,Plato_20,Descripción del Plato_20,25,40,2,47,Sin cebolla
456,13,Plato_18,Descripción del Plato_18,20,34,2,24,Ninguna
457,18,Plato_11,Descripción del Plato_11,20,33,3,43,Sin cebolla
457,18,Plato_12,Descripción del Plato_12,11,19,2,15,Sin cebolla
458,4,Plato_16,Descripción del Plato_16,16,28,2,11,Sin cebolla
458,4,Plato_18,Descripción del Plato_18,20,34,3,28,Ninguna
458,4,Plato_11,Descripción del Plato_11,20,33,2,6,Ninguna
458,4,Plato_5,Descripción del Plato_5,13,22,2,44,Ninguna
459,20,Plato_16,Descripción del Plato_16,16,28,3,30,Ninguna
460,19,Plato_16,Descripción del Plato_16,16,28,1,40,Sin cebolla
460,19,Plato_10,Descripción del Plato_10,15,26,1,8,Sin cebolla
460,19,Plato_1,Descripción del Plato_1,15,25,2,43,Ninguna
460,19,Plato_7,Descripción del Plato_7,14,24,3,33,Ninguna
461,4,Plato_8,Descripción del Plato_8,21,35,2,38,Sin cebolla
461,4,Plato_9,Descripción del Plato_9,17,29,1,28,Ninguna
462,9,Plato_11,Descripción del Plato_11,20,33,3,11,Ninguna
463,7,Plato_17,Descripción del Plato_17,19,31,3,14,Sin cebolla
464,16,Plato_10,Descripción del Plato_10,15,26,3,50,Sin cebolla
464,16,Plato_6,Descripción del Plato_6,16,27,2,24,Ninguna
464,16,Plato_5,Descripción del Plato_5,13,22,1,10,Ninguna
465,4,Plato_1,Descripción del Plato_1,15,25,3,37,Ninguna
465,4,Plato_14,Descripción del Plato_14,14,23,2,23,Sin cebolla
466,4,Plato_5,Descripción del Plato_5,13,22,1,50,Sin cebolla
466,4,Plato_2,Descripción del Plato_2,18,30,3,52,Ninguna
466,4,Plato_16,Descripción del Plato_16,16,28,1,43,Ninguna
467,15,Plato_11,Descripción del Plato_11,20,33,3,13,Ninguna
467,15,Plato_5,Descripción del Plato_5,13,22,2,59,Ninguna
468,14,Plato_12,Descripción del Plato_12,11,19,2,38,Sin cebolla
468,14,Plato_3,Descripción del Plato_3,12,20,2,16,Sin cebolla
468,14,Plato_16,Descripción del Plato_16,16,28,1,9,Sin cebolla
469,1,Plato_8,Descripción del Plato_8,21,35,3,22,Sin cebolla
469,1,Plato_15,Descripción del Plato_15,19,32,1,44,Ninguna
470,17,Plato_7,Descripción del Plato_7,14,24,1,44,Ninguna
470,17,Plato_4,Descripción del Plato_4,10,18,3,28,Ninguna
471,7,Plato_8,Descripción del Plato_8,21,35,3,57,Ninguna
472,20,Plato_8,Descripción del Plato_8,21,35,2,42,Ninguna
472,20,Plato_5,Descripción del Plato_5,13,22,2,31,Sin cebolla
473,13,Plato_5,Descripción del Plato_5,13,22,2,51,Sin cebolla
473,13,Plato_8,Descripción del Plato_8,21,35,1,10,Ninguna
474,2,Plato_18,Descripción del Plato_18,20,34,1,55,Sin cebolla
474,2,Plato_9,Descripción del Plato_9,17,29,1,37,Ninguna
474,2,Plato_17,Descripción del Plato_17,19,31,1,34,Sin cebolla
474,2,Plato_16,Descripción del Plato_16,16,28,3,35,Ninguna
475,18,Plato_7,Descripción del Plato_7,14,24,3,21,Sin cebolla
475,18,Plato_18,Descripción del Plato_18,20,34,3,14,Sin cebolla
476,13,Plato_7,Descripción del Plato_7,14,24,2,55,Sin cebolla
476,13,Plato_18,Descripción del Plato_18,20,34,1,34,Ninguna
476,13,Plato_15,Descripción del Plato_15,19,32,3,5,Sin cebolla
476,13,Plato_20,Descripción del Plato_20,25,40,1,21,Ninguna
477,8,Plato_18,Descripción del Plato_18,20,34,2,34,Sin cebolla
477,8,Plato_14,Descripción del Plato_14,14,23,2,13,Sin cebolla
477,8,Plato_7,Descripción del Plato_7,14,24,2,47,Sin cebolla
477,8,Plato_13,Descripción del Plato_13,13,21,2,21,Ninguna
478,7,Plato_2,Descripción del Plato_2,18,30,2,54,Sin cebolla
478,7,Plato_9,Descripción del Plato_9,17,29,2,36,Sin cebolla
479,1,Plato_4,Descripción del Plato_4,10,18,1,45,Ninguna
479,1,Plato_18,Descripción del Plato_18,20,34,1,38,Sin cebolla
480,1,Plato_8,Descripción del Plato_8,21,35,3,57,Sin cebolla
480,1,Plato_6,Descripción del Plato_6,16,27,2,8,Ninguna
481,9,Plato_10,Descripción del Plato_10,15,26,2,58,Sin cebolla
482,9,Plato_13,Descripción del Plato_13,13,21,3,21,Sin cebolla
483,2,Plato_6,Descripción del Plato_6,16,27,3,53,Ninguna
484,18,Plato_1,Descripción del Plato_1,15,25,3,34,Sin cebolla
485,6,Plato_7,Descripción del Plato_7,14,24,3,23,Ninguna
485,6,Plato_19,Descripción del Plato_19,22,36,2,56,Ninguna
486,15,Plato_19,Descripción del Plato_19,22,36,2,7,Ninguna
486,15,Plato_3,Descripción del Plato_3,12,20,1,19,Ninguna
486,15,Plato_18,Descripción del Plato_18,20,34,1,9,Ninguna
486,15,Plato_7,Descripción del Plato_7,14,24,1,24,Ninguna
487,17,Plato_18,Descripción del Plato_18,20,34,2,58,Sin cebolla
487,17,Plato_17,Descripción del Plato_17,19,31,2,29,Sin cebolla
487,17,Plato_5,Descripción del Plato_5,13,22,1,5,Sin cebolla
488,10,Plato_4,Descripción del Plato_4,10,18,3,54,Ninguna
488,10,Plato_14,Descripción del Plato_14,14,23,3,52,Ninguna
488,10,Plato_17,Descripción del Plato_17,19,31,2,18,Sin cebolla
489,3,Plato_20,Descripción del Plato_20,25,40,2,28,Sin cebolla
489,3,Plato_14,Descripción del Plato_14,14,23,3,6,Sin cebolla
490,1,Plato_10,Descripción del Plato_10,15,26,3,34,Ninguna
490,1,Plato_15,Descripción del Plato_15,19,32,1,55,Ninguna
490,1,Plato_18,Descripción del Plato_18,20,34,3,42,Ninguna
491,7,Plato_9,Descripción del Plato_9,17,29,2,30,Ninguna
491,7,Plato_2,Descripción del Plato_2,18,30,2,11,Ninguna
492,4,Plato_11,Descripción del Plato_11,20,33,3,15,Ninguna
492,4,Plato_13,Descripción del Plato_13,13,21,3,8,Ninguna
492,4,Plato_7,Descripción del Plato_7,14,24,2,26,Ninguna
493,2,Plato_4,Descripción del Plato_4,10,18,3,8,Sin cebolla
494,20,Plato_15,Descripción del Plato_15,19,32,2,9,Ninguna
494,20,Plato_19,Descripción del Plato_19,22,36,3,22,Ninguna
495,11,Plato_20,Descripción del Plato_20,25,40,3,13,Sin cebolla
495,11,Plato_6,Descripción del Plato_6,16,27,2,9,Sin cebolla
495,11,Plato_16,Descripción del Plato_16,16,28,2,44,Ninguna
495,11,Plato_11,Descripción del Plato_11,20,33,1,36,Sin cebolla
496,1,Plato_11,Descripción del Plato_11,20,33,1,28,Ninguna
496,1,Plato_18,Descripción del Plato_18,20,34,3,23,Ninguna
496,1,Plato_12,Descripción del Plato_12,11,19,3,41,Sin cebolla
496,1,Plato_17,Descripción del Plato_17,19,31,1,41,Sin cebolla
497,13,Plato_2,Descripción del Plato_2,18,30,1,6,Sin cebolla
497,13,Plato_20,Descripción del Plato_20,25,40,3,32,Sin cebolla
498,20,Plato_12,Descripción del Plato_12,11,19,1,32,Ninguna
499,5,Plato_10,Descripción del Plato_10,15,26,3,52,Ninguna
499,5,Plato_2,Descripción del Plato_2,18,30,1,36,Sin cebolla
499,5,Plato_1,Descripción del Plato_1,15,25,2,42,Sin cebolla
500,4,Plato_6,Descripción del Plato_6,16,27,1,22,Sin cebolla
500,4,Plato_5,Descripción del Plato_5,13,22,3,20,Ninguna
501,7,Plato_20,Descripción del Plato_20,25,40,1,18,Sin cebolla
501,7,Plato_13,Descripción del Plato_13,13,21,2,15,Sin cebolla
501,7,Plato_16,Descripción del Plato_16,16,28,2,6,Ninguna
502,5,Plato_5,Descripción del Plato_5,13,22,1,33,Ninguna
502,5,Plato_4,Descripción del Plato_4,10,18,1,5,Ninguna
502,5,Plato_11,Descripción del Plato_11,20,33,3,35,Sin cebolla
503,3,Plato_20,Descripción del Plato_20,25,40,2,52,Ninguna
503,3,Plato_12,Descripción del Plato_12,11,19,3,33,Sin cebolla
504,2,Plato_6,Descripción del Plato_6,16,27,2,19,Ninguna
505,5,Plato_20,Descripción del Plato_20,25,40,2,56,Ninguna
505,5,Plato_1,Descripción del Plato_1,15,25,3,59,Ninguna
506,18,Plato_8,Descripción del Plato_8,21,35,2,5,Sin cebolla
507,18,Plato_18,Descripción del Plato_18,20,34,3,53,Ninguna
507,18,Plato_19,Descripción del Plato_19,22,36,3,16,Sin cebolla
508,6,Plato_15,Descripción del Plato_15,19,32,1,34,Sin cebolla
509,5,Plato_20,Descripción del Plato_20,25,40,2,47,Ninguna
510,6,Plato_19,Descripción del Plato_19,22,36,1,48,Ninguna
511,2,Plato_14,Descripción del Plato_14,14,23,3,14,Ninguna
511,2,Plato_18,Descripción del Plato_18,20,34,2,24,Ninguna
512,2,Plato_3,Descripción del Plato_3,12,20,1,6,Sin cebolla
512,2,Plato_19,Descripción del Plato_19,22,36,3,53,Sin cebolla
513,8,Plato_4,Descripción del Plato_4,10,18,3,56,Sin cebolla
514,18,Plato_10,Descripción del Plato_10,15,26,2,21,Ninguna
514,18,Plato_12,Descripción del Plato_12,11,19,2,56,Sin cebolla
514,18,Plato_3,Descripción del Plato_3,12,20,1,25,Sin cebolla
514,18,Plato_15,Descripción del Plato_15,19,32,2,10,Ninguna
515,19,Plato_4,Descripción del Plato_4,10,18,1,13,Sin cebolla
516,7,Plato_12,Descripción del Plato_12,11,19,3,43,Ninguna
516,7,Plato_14,Descripción del Plato_14,14,23,3,40,Ninguna
516,7,Plato_3,Descripción del Plato_3,12,20,1,14,Ninguna
517,4,Plato_7,Descripción del Plato_7,14,24,1,6,Ninguna
517,4,Plato_12,Descripción del Plato_12,11,19,3,44,Ninguna
517,4,Plato_5,Descripción del Plato_5,13,22,1,15,Sin cebolla
518,5,Plato_11,Descripción del Plato_11,20,33,1,48,Ninguna
518,5,Plato_5,Descripción del Plato_5,13,22,2,5,Sin cebolla
519,6,Plato_6,Descripción del Plato_6,16,27,3,49,Ninguna
519,6,Plato_20,Descripción del Plato_20,25,40,3,51,Sin cebolla
519,6,Plato_5,Descripción del Plato_5,13,22,2,56,Ninguna
520,4,Plato_9,Descripción del Plato_9,17,29,1,46,Ninguna
520,4,Plato_18,Descripción del Plato_18,20,34,2,21,Ninguna
520,4,Plato_17,Descripción del Plato_17,19,31,3,22,Sin cebolla
520,4,Plato_2,Descripción del Plato_2,18,30,3,32,Ninguna
521,18,Plato_1,Descripción del Plato_1,15,25,2,52,Sin cebolla
521,18,Plato_9,Descripción del Plato_9,17,29,2,18,Ninguna
521,18,Plato_18,Descripción del Plato_18,20,34,3,21,Sin cebolla
522,2,Plato_16,Descripción del Plato_16,16,28,3,47,Sin cebolla
523,4,Plato_6,Descripción del Plato_6,16,27,3,51,Ninguna
524,16,Plato_5,Descripción del Plato_5,13,22,1,46,Sin cebolla
524,16,Plato_6,Descripción del Plato_6,16,27,2,15,Ninguna
525,16,Plato_14,Descripción del Plato_14,14,23,3,23,Sin cebolla
525,16,Plato_8,Descripción del Plato_8,21,35,1,14,Ninguna
525,16,Plato_17,Descripción del Plato_17,19,31,3,40,Sin cebolla
526,4,Plato_11,Descripción del Plato_11,20,33,1,22,Ninguna
527,19,Plato_6,Descripción del Plato_6,16,27,2,31,Ninguna
528,14,Plato_3,Descripción del Plato_3,12,20,1,29,Ninguna
528,14,Plato_20,Descripción del Plato_20,25,40,1,47,Ninguna
528,14,Plato_4,Descripción del Plato_4,10,18,1,45,Sin cebolla
529,1,Plato_18,Descripción del Plato_18,20,34,1,24,Sin cebolla
529,1,Plato_19,Descripción del Plato_19,22,36,2,51,Ninguna
529,1,Plato_14,Descripción del Plato_14,14,23,2,27,Sin cebolla
529,1,Plato_16,Descripción del Plato_16,16,28,2,55,Ninguna
530,7,Plato_4,Descripción del Plato_4,10,18,3,37,Sin cebolla
530,7,Plato_16,Descripción del Plato_16,16,28,2,50,Sin cebolla
530,7,Plato_1,Descripción del Plato_1,15,25,2,19,Ninguna
531,9,Plato_13,Descripción del Plato_13,13,21,3,41,Ninguna
531,9,Plato_20,Descripción del Plato_20,25,40,1,43,Ninguna
531,9,Plato_4,Descripción del Plato_4,10,18,3,56,Sin cebolla
531,9,Plato_9,Descripción del Plato_9,17,29,3,59,Sin cebolla
532,13,Plato_13,Descripción del Plato_13,13,21,1,24,Sin cebolla
532,13,Plato_10,Descripción del Plato_10,15,26,2,28,Ninguna
532,13,Plato_15,Descripción del Plato_15,19,32,2,7,Sin cebolla
533,1,Plato_3,Descripción del Plato_3,12,20,1,34,Ninguna
533,1,Plato_13,Descripción del Plato_13,13,21,1,14,Sin cebolla
534,1,Plato_7,Descripción del Plato_7,14,24,2,56,Sin cebolla
534,1,Plato_9,Descripción del Plato_9,17,29,1,10,Sin cebolla
534,1,Plato_8,Descripción del Plato_8,21,35,2,10,Ninguna
535,15,Plato_20,Descripción del Plato_20,25,40,3,48,Sin cebolla
535,15,Plato_9,Descripción del Plato_9,17,29,3,9,Ninguna
535,15,Plato_7,Descripción del Plato_7,14,24,2,42,Ninguna
535,15,Plato_13,Descripción del Plato_13,13,21,1,14,Ninguna
536,9,Plato_4,Descripción del Plato_4,10,18,1,29,Sin cebolla
536,9,Plato_9,Descripción del Plato_9,17,29,2,52,Ninguna
536,9,Plato_14,Descripción del Plato_14,14,23,2,38,Ninguna
536,9,Plato_2,Descripción del Plato_2,18,30,3,33,Ninguna
537,18,Plato_13,Descripción del Plato_13,13,21,3,21,Sin cebolla
538,14,Plato_2,Descripción del Plato_2,18,30,1,55,Sin cebolla
538,14,Plato_14,Descripción del Plato_14,14,23,1,39,Ninguna
538,14,Plato_11,Descripción del Plato_11,20,33,1,58,Sin cebolla
538,14,Plato_16,Descripción del Plato_16,16,28,2,46,Ninguna
539,18,Plato_2,Descripción del Plato_2,18,30,3,43,Sin cebolla
539,18,Plato_6,Descripción del Plato_6,16,27,1,40,Sin cebolla
539,18,Plato_9,Descripción del Plato_9,17,29,3,18,Ninguna
539,18,Plato_4,Descripción del Plato_4,10,18,2,28,Ninguna
540,6,Plato_4,Descripción del Plato_4,10,18,3,47,Ninguna
540,6,Plato_8,Descripción del Plato_8,21,35,2,35,Ninguna
541,19,Plato_12,Descripción del Plato_12,11,19,2,31,Ninguna
541,19,Plato_11,Descripción del Plato_11,20,33,2,21,Ninguna
541,19,Plato_9,Descripción del Plato_9,17,29,1,35,Ninguna
541,19,Plato_14,Descripción del Plato_14,14,23,3,37,Ninguna
542,9,Plato_18,Descripción del Plato_18,20,34,2,17,Sin cebolla
542,9,Plato_10,Descripción del Plato_10,15,26,1,46,Ninguna
542,9,Plato_6,Descripción del Plato_6,16,27,2,52,Sin cebolla
543,19,Plato_16,Descripción del Plato_16,16,28,2,27,Sin cebolla
543,19,Plato_6,Descripción del Plato_6,16,27,2,5,Ninguna
543,19,Plato_15,Descripción del Plato_15,19,32,3,42,Sin cebolla
544,7,Plato_8,Descripción del Plato_8,21,35,2,48,Ninguna
545,20,Plato_11,Descripción del Plato_11,20,33,3,57,Sin cebolla
545,20,Plato_17,Descripción del Plato_17,19,31,1,42,Sin cebolla
546,5,Plato_15,Descripción del Plato_15,19,32,2,33,Sin cebolla
546,5,Plato_16,Descripción del Plato_16,16,28,1,58,Sin cebolla
547,9,Plato_17,Descripción del Plato_17,19,31,3,13,Ninguna
547,9,Plato_11,Descripción del Plato_11,20,33,3,54,Sin cebolla
547,9,Plato_8,Descripción del Plato_8,21,35,1,30,Sin cebolla
548,4,Plato_18,Descripción del Plato_18,20,34,1,58,Sin cebolla
548,4,Plato_17,Descripción del Plato_17,19,31,2,48,Sin cebolla
549,12,Plato_1,Descripción del Plato_1,15,25,1,19,Ninguna
549,12,Plato_8,Descripción del Plato_8,21,35,1,20,Sin cebolla
549,12,Plato_18,Descripción del Plato_18,20,34,3,59,Ninguna
550,1,Plato_2,Descripción del Plato_2,18,30,2,28,Sin cebolla
550,1,Plato_7,Descripción del Plato_7,14,24,1,5,Ninguna
550,1,Plato_3,Descripción del Plato_3,12,20,2,24,Ninguna
551,4,Plato_2,Descripción del Plato_2,18,30,1,32,Sin cebolla
551,4,Plato_3,Descripción del Plato_3,12,20,3,11,Ninguna
551,4,Plato_4,Descripción del Plato_4,10,18,1,29,Ninguna
551,4,Plato_13,Descripción del Plato_13,13,21,3,51,Sin cebolla
552,11,Plato_20,Descripción del Plato_20,25,40,3,26,Sin cebolla
552,11,Plato_13,Descripción del Plato_13,13,21,3,57,Sin cebolla
552,11,Plato_3,Descripción del Plato_3,12,20,3,32,Sin cebolla
553,14,Plato_2,Descripción del Plato_2,18,30,3,26,Sin cebolla
553,14,Plato_1,Descripción del Plato_1,15,25,2,56,Ninguna
553,14,Plato_5,Descripción del Plato_5,13,22,2,54,Ninguna
553,14,Plato_12,Descripción del Plato_12,11,19,1,42,Sin cebolla
554,10,Plato_14,Descripción del Plato_14,14,23,2,55,Sin cebolla
554,10,Plato_20,Descripción del Plato_20,25,40,3,16,Ninguna
555,20,Plato_2,Descripción del Plato_2,18,30,1,46,Ninguna
556,9,Plato_5,Descripción del Plato_5,13,22,1,36,Ninguna
556,9,Plato_4,Descripción del Plato_4,10,18,3,30,Sin cebolla
557,7,Plato_15,Descripción del Plato_15,19,32,2,47,Sin cebolla
557,7,Plato_13,Descripción del Plato_13,13,21,3,22,Sin cebolla
557,7,Plato_1,Descripción del Plato_1,15,25,2,38,Ninguna
558,6,Plato_15,Descripción del Plato_15,19,32,3,56,Ninguna
558,6,Plato_1,Descripción del Plato_1,15,25,2,54,Sin cebolla
558,6,Plato_11,Descripción del Plato_11,20,33,1,57,Ninguna
559,11,Plato_11,Descripción del Plato_11,20,33,3,41,Sin cebolla
560,6,Plato_4,Descripción del Plato_4,10,18,2,36,Sin cebolla
560,6,Plato_1,Descripción del Plato_1,15,25,3,12,Sin cebolla
561,4,Plato_4,Descripción del Plato_4,10,18,1,56,Sin cebolla
561,4,Plato_14,Descripción del Plato_14,14,23,2,8,Sin cebolla
562,20,Plato_20,Descripción del Plato_20,25,40,3,41,Ninguna
